@relation GenevaExtended_2014_Acoustic_Parameters_Functionals_personality

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute F0linearHz_sma3nz_amean numeric
@attribute F0linearHz_sma3nz_stddevNorm numeric
@attribute F0linearHz_sma3nz_percentile20.0 numeric
@attribute F0linearHz_sma3nz_percentile50.0 numeric
@attribute F0linearHz_sma3nz_percentile80.0 numeric
@attribute F0linearHz_sma3nz_pctlrange0-2 numeric
@attribute F0linearHz_sma3nz_meanRisingSlope numeric
@attribute F0linearHz_sma3nz_stddevRisingSlope numeric
@attribute F0linearHz_sma3nz_meanFallingSlope numeric
@attribute F0linearHz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute spectralFlux_sma3_amean numeric
@attribute spectralFlux_sma3_stddevNorm numeric
@attribute mfcc1_sma3_amean numeric
@attribute mfcc1_sma3_stddevNorm numeric
@attribute mfcc2_sma3_amean numeric
@attribute mfcc2_sma3_stddevNorm numeric
@attribute mfcc3_sma3_amean numeric
@attribute mfcc3_sma3_stddevNorm numeric
@attribute mfcc4_sma3_amean numeric
@attribute mfcc4_sma3_stddevNorm numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2bandwidth_sma3nz_amean numeric
@attribute F2bandwidth_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3bandwidth_sma3nz_amean numeric
@attribute F3bandwidth_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute spectralFluxV_sma3nz_amean numeric
@attribute spectralFluxV_sma3nz_stddevNorm numeric
@attribute mfcc1V_sma3nz_amean numeric
@attribute mfcc1V_sma3nz_stddevNorm numeric
@attribute mfcc2V_sma3nz_amean numeric
@attribute mfcc2V_sma3nz_stddevNorm numeric
@attribute mfcc3V_sma3nz_amean numeric
@attribute mfcc3V_sma3nz_stddevNorm numeric
@attribute mfcc4V_sma3nz_amean numeric
@attribute mfcc4V_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute spectralFluxUV_sma3nz_amean numeric
@attribute mfcc1UV_sma3nz_amean numeric
@attribute mfcc2UV_sma3nz_amean numeric
@attribute mfcc3UV_sma3nz_amean numeric
@attribute mfcc4UV_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute equivalentSoundLevel_dBp numeric
@attribute age {youth, adult, senior}
@attribute gender {m,f}
@attribute ewe numeric
@attribute likeability {L,NL}

@data
'devel_105',3.001319e+01,2.146714e-01,2.747696e+01,2.856579e+01,2.987050e+01,2.393543e+00,1.816805e+01,3.791770e+00,2.032558e+02,1.038997e+02,1.744831e+02,7.719954e-01,1.344747e+02,1.431955e+02,1.544128e+02,1.993811e+01,6.247337e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.413567e-01,1.276512e+00,2.427861e-02,6.252536e-02,5.096840e-01,4.854054e-01,4.013186e+00,1.740087e+00,4.875830e+00,2.612318e+00,8.110814e-02,1.435813e+00,4.897391e+00,2.878879e+00,-1.302395e+01,-1.127537e+00,-1.019008e+01,-1.529654e+00,-1.802512e+01,-1.030727e+00,2.187310e-02,7.738543e-01,1.528225e+00,7.642882e-01,5.242620e+00,4.816807e-01,-7.089128e+00,-8.821405e-01,1.591611e+01,7.523038e-01,7.024461e+02,3.275293e-01,1.578707e+03,2.213242e-01,-1.376618e+02,-7.065357e-01,1.513846e+03,1.639068e-01,1.271836e+03,2.098449e-01,-1.299241e+02,-7.623705e-01,2.463279e+03,7.355553e-02,8.244446e+02,1.796798e-01,-1.334716e+02,-7.038357e-01,-8.201130e+00,-1.236754e+00,2.071735e+01,5.348445e-01,1.117343e-01,1.693763e-01,-1.854195e-02,-1.115353e+00,2.017420e-01,5.902234e-01,1.479806e+01,9.998729e-01,-2.643817e+01,-5.355075e-01,-2.339853e+01,-6.357968e-01,-3.596035e+01,-3.853330e-01,-7.767583e-01,9.293089e+00,4.897281e-02,1.880359e-02,2.538755e-02,3.079512e-01,-6.868668e+00,-3.973910e+00,-9.737348e+00,2.208202e+00,1.923077e+00,1.583333e-01,1.388544e-01,2.914286e-01,3.015876e-01,-2.556305e+01,youth,m,-0.16,NL
'devel_106',3.140775e+01,7.104557e-02,3.036473e+01,3.204604e+01,3.304139e+01,2.676664e+00,1.284386e+02,1.035199e+02,1.320636e+01,1.429761e+01,1.700845e+02,1.184019e-01,1.589027e+02,1.750915e+02,1.854444e+02,2.654170e+01,1.038096e+03,7.100103e+02,1.379084e+02,1.299920e+02,3.655263e-01,1.131049e+00,4.770214e-02,2.049509e-01,6.335242e-01,5.858221e-01,6.597929e+00,4.367729e+00,7.247527e+00,4.310240e+00,1.531511e-01,1.265539e+00,1.279959e+01,8.592694e-01,9.918970e+00,1.274966e+00,1.244457e+00,6.658073e+00,-2.558384e+01,-6.661568e-01,2.703593e-02,1.054390e+00,1.743531e+00,7.823958e-01,7.679285e+00,2.783577e-01,1.192432e+01,8.412086e-01,2.366325e+01,3.942060e-01,5.764882e+02,2.340433e-01,1.365756e+03,9.453899e-02,-1.333414e+02,-6.568596e-01,1.640986e+03,1.088453e-01,9.810474e+02,2.958714e-01,-1.378925e+02,-5.932746e-01,2.543226e+03,7.227639e-02,9.266539e+02,2.764794e-01,-1.376451e+02,-5.946912e-01,-1.508541e+01,-5.659490e-01,1.964744e+01,5.433838e-01,4.246230e-02,4.156695e-01,-1.913656e-02,-7.150170e-01,3.266848e-01,6.056254e-01,2.030060e+01,4.855332e-01,1.459373e+01,9.205744e-01,2.043471e+00,4.422302e+00,-3.529021e+01,-4.742111e-01,-6.240786e+00,1.099906e+01,4.021282e-02,3.205251e-03,6.428099e-02,8.909976e+00,7.749251e+00,1.076174e+00,-2.052188e+01,3.458213e+00,2.631579e+00,1.233333e-01,9.966612e-02,2.120000e-01,2.439590e-01,-2.101330e+01,senior,m,0.86,L
'devel_107',3.625241e+01,7.413159e-02,3.368668e+01,3.629243e+01,3.774870e+01,4.062016e+00,1.387909e+02,1.917332e+02,-4.464700e+00,1.601432e+01,2.261934e+02,1.794145e-01,1.924890e+02,2.237488e+02,2.433833e+02,5.089430e+01,2.109369e+03,2.338264e+03,-2.112327e+02,3.154670e+02,2.461043e-01,1.258726e+00,4.664123e-02,1.278239e-01,3.988016e-01,3.521604e-01,6.585126e+00,3.771471e+00,6.885139e+00,3.901750e+00,1.007618e-01,1.590320e+00,1.191604e+01,1.072009e+00,-8.101773e+00,-1.767276e+00,-2.184277e+01,-4.348220e-01,-2.739200e+01,-6.530343e-01,2.084275e-02,1.007754e+00,1.514901e+00,6.978279e-01,9.173120e+00,2.848254e-01,5.094351e+00,2.112054e+00,2.726120e+01,2.952247e-01,7.668018e+02,1.961053e-01,1.370388e+03,1.874212e-01,-1.047300e+02,-9.040895e-01,1.760281e+03,1.305954e-01,1.065066e+03,3.095230e-01,-1.082264e+02,-8.148836e-01,2.675380e+03,7.016118e-02,9.467910e+02,3.095169e-01,-1.104519e+02,-7.781670e-01,-1.723685e+01,-3.938590e-01,2.512499e+01,3.412002e-01,8.380853e-02,1.899468e-01,-2.921098e-02,-6.032301e-01,1.737337e-01,1.078123e+00,1.961650e+01,5.335918e-01,-7.724388e+00,-2.072159e+00,-2.439159e+01,-3.797287e-01,-3.807693e+01,-4.077774e-01,-7.556068e+00,1.561969e+01,6.363995e-02,7.263619e-04,3.214424e-02,4.680754e+00,-8.212480e+00,-1.935196e+01,-1.757809e+01,2.848101e+00,2.580645e+00,1.775000e-01,1.601367e-01,1.318182e-01,8.715902e-02,-2.356364e+01,youth,f,-0.49,NL
'devel_108',3.538475e+01,2.673474e-02,3.437357e+01,3.561999e+01,3.601807e+01,1.644501e+00,2.556985e+01,1.806793e+01,7.083034e+00,6.847414e+00,2.126465e+02,5.512485e-02,2.002807e+02,2.152252e+02,2.202568e+02,1.997607e+01,3.186447e+02,2.226257e+02,9.026512e+01,8.520119e+01,2.458199e-01,1.228234e+00,7.609142e-02,9.503967e-02,4.019264e-01,3.258350e-01,7.743438e+00,6.153638e+00,7.852480e+00,4.505832e+00,9.542509e-02,1.577824e+00,8.639071e+00,1.168445e+00,-7.511593e+00,-1.334781e+00,-9.600138e+00,-7.050164e-01,-1.376422e+01,-1.307940e+00,3.071534e-02,1.194208e+00,1.625593e+00,8.176891e-01,8.754523e+00,2.245583e-01,1.056841e+01,1.100515e+00,2.509041e+01,2.519151e-01,6.105295e+02,2.989042e-01,1.366168e+03,7.858328e-02,-1.555130e+02,-5.210058e-01,1.542246e+03,1.081646e-01,1.071900e+03,1.708943e-01,-1.570779e+02,-4.846045e-01,2.520096e+03,6.287692e-02,8.278735e+02,1.834298e-01,-1.581785e+02,-4.689774e-01,-1.494165e+01,-4.123686e-01,2.338659e+01,2.759087e-01,7.204406e-02,1.826642e-01,-1.127428e-02,-1.127233e+00,2.917207e-01,5.765591e-01,2.044629e+01,3.468778e-01,-7.468976e+00,-2.124735e+00,-8.968285e+00,-9.117023e-01,-3.255896e+01,-5.154584e-01,-3.714191e+00,1.284772e+01,6.436828e-02,1.326867e-02,3.721213e-02,5.141143e+00,-7.514757e+00,-9.660258e+00,-8.449868e+00,2.583026e+00,1.503760e+00,1.475000e-01,5.760859e-02,3.960000e-01,4.737763e-01,-2.545837e+01,adult,f,-0.19,NL
'devel_109',3.242217e+01,2.164703e-01,2.835963e+01,3.112418e+01,3.368089e+01,5.321259e+00,3.431098e+02,3.418762e+02,7.914098e+01,7.837439e+01,2.034574e+02,7.915773e-01,1.415056e+02,1.660059e+02,1.924486e+02,5.094299e+01,1.275389e+04,8.945447e+03,8.308292e+02,0.000000e+00,2.515351e-01,1.075827e+00,5.003982e-02,1.144246e-01,4.181660e-01,3.681262e-01,5.879572e+00,3.757964e+00,7.203269e+00,3.784259e+00,1.252283e-01,1.320821e+00,1.370810e+01,1.109388e+00,8.114318e+00,1.652518e+00,-1.197628e+00,-7.064059e+00,-2.364439e+01,-7.117231e-01,2.930006e-02,8.149670e-01,1.837904e+00,6.433261e-01,7.265230e+00,2.763987e-01,4.048918e+00,3.388777e+00,2.415785e+01,6.741306e-01,5.730132e+02,2.765176e-01,1.385614e+03,1.431584e-01,-1.253151e+02,-7.369919e-01,1.602934e+03,1.128180e-01,9.948920e+02,2.479143e-01,-1.297039e+02,-6.388353e-01,2.570100e+03,6.658484e-02,9.288001e+02,1.834228e-01,-1.295464e+02,-6.382847e-01,-1.646374e+01,-6.506491e-01,2.256118e+01,6.170522e-01,4.857482e-02,3.806762e-01,-1.751482e-02,-6.875383e-01,2.673511e-01,6.622831e-01,2.462085e+01,5.608536e-01,9.440720e+00,1.767240e+00,-1.733291e+00,-5.860012e+00,-3.651566e+01,-4.918993e-01,-5.116481e+00,9.336763e+00,4.101634e-02,8.617541e-03,3.652229e-02,6.873616e+00,7.431895e+00,-7.941974e-01,-1.575210e+01,3.654485e+00,3.378378e+00,1.070000e-01,7.810889e-02,1.844444e-01,3.171789e-01,-2.376980e+01,adult,m,-1.14,NL
'devel_110',3.854469e+01,9.193157e-02,3.689265e+01,3.798495e+01,3.890388e+01,2.011234e+00,3.655132e+01,1.897771e+01,1.162579e+02,1.075220e+02,2.625213e+02,3.479106e-01,2.316474e+02,2.467375e+02,2.601928e+02,2.854544e+01,8.385996e+02,6.504238e+02,2.972262e+03,2.844797e+03,5.227557e-01,1.175690e+00,8.778070e-02,2.159360e-01,9.624334e-01,8.746527e-01,1.427219e+01,7.366888e+00,7.889889e+00,4.435823e+00,2.364379e-01,1.519604e+00,5.789807e-01,1.397149e+01,-2.607425e+01,-5.001460e-01,9.519119e+00,1.074814e+00,-3.023974e+01,-6.785769e-01,2.020026e-02,1.177183e+00,1.284567e+00,8.992637e-01,6.908835e+00,5.404581e-01,6.091892e+00,1.877663e+00,7.840297e+00,8.615484e-01,8.103011e+02,2.806664e-01,1.446398e+03,1.691314e-01,-1.439964e+02,-6.002452e-01,1.639912e+03,9.102295e-02,1.335900e+03,1.994255e-01,-1.307806e+02,-7.035316e-01,2.477583e+03,5.268367e-02,1.029121e+03,1.495225e-01,-1.323661e+02,-6.792784e-01,-7.559819e-01,-9.247244e+00,1.146026e+01,5.855993e-01,7.738845e-02,2.597072e-01,-1.586771e-03,-9.263001e+00,5.611816e-01,7.833850e-01,4.944109e+00,1.496113e+00,-3.050721e+01,-5.777078e-01,1.250345e+01,7.509587e-01,-4.523345e+01,-5.185769e-01,4.632836e+00,7.380086e+00,5.958579e-02,1.752499e-02,6.781319e-02,-1.672742e+00,-2.387252e+01,8.086020e+00,-2.246656e+01,2.243590e+00,2.280130e+00,1.428571e-01,1.093767e-01,2.400000e-01,3.182766e-01,-1.877183e+01,adult,f,-0.24,NL
'devel_111',3.363218e+01,1.503147e-01,3.097886e+01,3.406430e+01,3.633377e+01,5.354918e+00,1.361375e+03,1.167583e+03,1.089048e+01,8.987891e+00,2.025969e+02,4.426384e-01,1.646127e+02,1.967281e+02,2.242889e+02,5.967619e+01,9.549869e+02,0.000000e+00,5.853665e+01,1.235048e+02,3.195970e-01,1.142293e+00,4.992202e-02,1.657972e-01,4.708401e-01,4.209181e-01,5.766121e+00,1.697620e+00,8.875380e+00,6.054029e+00,1.180100e-01,1.514316e+00,1.258633e+01,1.165960e+00,-3.973918e+00,-3.862429e+00,-1.047478e+01,-9.923655e-01,-1.232206e+01,-1.604813e+00,2.710565e-02,2.235417e+00,1.293762e+00,1.111169e+00,9.010976e+00,3.045134e-01,4.676972e+00,1.773111e+00,2.774437e+01,2.948583e-01,7.008743e+02,2.023307e-01,1.417444e+03,1.404649e-01,-1.274250e+02,-7.113340e-01,1.720952e+03,1.167030e-01,1.113853e+03,3.988431e-01,-1.302120e+02,-6.481902e-01,2.655136e+03,9.097418e-02,1.008735e+03,2.858329e-01,-1.327849e+02,-6.130515e-01,-1.697986e+01,-5.259266e-01,2.565212e+01,3.490840e-01,7.048325e-02,2.346325e-01,-2.684114e-02,-5.213555e-01,2.319546e-01,9.035581e-01,2.529375e+01,4.368827e-01,-7.495724e-02,-2.770913e+02,-1.077855e+01,-1.041503e+00,-2.744344e+01,-7.110550e-01,-3.085795e+00,1.217554e+01,5.053968e-02,1.017908e-02,5.057906e-02,4.757673e+00,-6.334769e+00,-1.018545e+01,-2.976902e+00,2.898551e+00,2.583026e+00,1.414286e-01,1.194545e-01,2.228571e-01,2.217279e-01,-2.282615e+01,senior,f,0.37,L
'devel_112',3.536610e+01,1.506414e-01,2.908348e+01,3.604726e+01,4.114563e+01,1.206215e+01,2.048467e+01,9.422266e+00,3.929309e+01,2.332218e+01,2.223326e+02,3.049801e-01,1.475426e+02,2.206936e+02,2.962007e+02,1.486581e+02,2.867220e+02,1.607683e+02,5.052832e+02,3.062772e+02,1.615989e-01,1.222898e+00,3.054169e-02,4.788514e-02,3.107235e-01,2.801819e-01,3.601591e+00,1.456816e+00,3.485255e+00,1.646332e+00,8.474001e-02,1.725722e+00,1.238452e+01,9.650592e-01,5.853905e+00,1.629945e+00,-6.711698e+00,-1.102986e+00,-2.383013e+01,-7.590036e-01,2.815853e-02,1.014579e+00,1.337981e+00,9.670756e-01,9.888566e+00,3.614672e-01,1.368734e+01,8.264027e-01,3.385065e+01,1.881208e-01,6.981097e+02,1.820359e-01,1.295466e+03,2.174429e-01,-1.396134e+02,-6.096631e-01,1.802433e+03,9.726267e-02,8.251904e+02,2.319465e-01,-1.432047e+02,-5.588146e-01,2.804051e+03,7.983978e-02,9.347758e+02,3.005398e-01,-1.457031e+02,-5.249734e-01,-2.360995e+01,-3.028874e-01,3.131619e+01,2.688039e-01,7.861704e-02,2.181066e-01,-1.807812e-02,-8.229008e-01,2.099337e-01,8.832042e-01,2.355341e+01,2.777987e-01,1.206743e+01,1.031811e+00,-1.197232e+01,-5.755904e-01,-4.136022e+01,-3.162036e-01,-6.771657e+00,1.464474e+01,5.888901e-02,1.188385e-02,2.778823e-02,7.615541e+00,3.101793e+00,-4.163294e+00,-1.595383e+01,2.136752e+00,2.183406e+00,1.380000e-01,1.515784e-01,2.483333e-01,3.168289e-01,-2.368329e+01,senior,f,0.37,L
'devel_113',3.918964e+01,1.806698e-01,3.526994e+01,3.727308e+01,3.902666e+01,3.756721e+00,1.358448e+02,1.199168e+02,2.823633e+00,8.737308e+00,2.978347e+02,6.827699e-01,2.109246e+02,2.367942e+02,2.620400e+02,5.111542e+01,3.707209e+03,3.458840e+03,-1.559888e+02,2.635543e+02,5.086711e-01,1.273906e+00,3.543399e-02,1.676583e-01,1.059302e+00,1.023868e+00,9.484050e+00,5.116309e+00,1.215242e+01,5.473536e+00,2.549554e-01,1.521877e+00,-5.395300e-02,-2.549153e+02,-1.455508e+01,-1.098674e+00,-3.721909e+00,-2.835940e+00,-2.410201e+01,-7.873922e-01,1.681946e-02,7.489957e-01,1.604461e+00,9.991673e-01,7.844253e+00,5.031139e-01,5.551484e+00,1.646413e+00,2.054318e+01,5.540391e-01,7.219134e+02,2.925272e-01,1.419999e+03,2.438216e-01,-1.509922e+02,-5.633885e-01,1.627145e+03,1.146042e-01,1.229990e+03,1.820764e-01,-1.405448e+02,-6.218837e-01,2.487026e+03,6.308266e-02,1.095667e+03,2.251224e-01,-1.427040e+02,-5.913316e-01,-5.019451e+00,-2.435237e+00,1.887465e+01,6.434155e-01,8.217105e-02,2.042285e-01,-1.647582e-02,-1.086617e+00,6.297443e-01,6.286929e-01,7.774412e+00,2.129393e+00,-2.045866e+01,-9.776223e-01,-1.054388e+01,-1.150030e+00,-3.802193e+01,-6.049740e-01,3.095207e+00,6.048398e+00,5.857635e-02,1.520753e-02,9.508328e-02,-3.480533e+00,-1.225968e+01,-8.731253e-01,-1.842773e+01,2.564103e+00,2.312139e+00,1.212500e-01,5.818881e-02,2.577778e-01,3.431804e-01,-1.692633e+01,youth,f,-0.38,NL
'devel_114',3.266533e+01,2.868403e-01,2.359364e+01,2.928275e+01,4.345940e+01,1.986577e+01,3.273694e+02,1.617274e+02,7.989722e+01,2.367965e+02,2.121970e+02,5.643201e-01,1.074492e+02,1.493044e+02,3.384918e+02,2.310426e+02,4.430821e+03,2.234082e+03,8.238903e+02,3.101345e+03,3.160590e-01,1.732399e+00,2.985245e-02,4.990276e-02,4.404009e-01,4.105485e-01,1.429507e+01,9.265970e+00,1.153478e+01,3.675924e+00,1.713307e-01,1.884083e+00,2.439224e+00,4.026988e+00,-2.961258e+00,-3.726873e+00,-6.015780e+00,-1.319419e+00,-1.851996e+01,-9.714663e-01,8.401895e-02,1.637792e+00,2.176966e+00,9.274975e-01,5.359726e+00,3.093477e-01,-1.712438e+00,-5.152647e+00,1.578547e+00,5.545015e+00,5.780311e+02,4.965511e-01,1.329424e+03,1.696515e-01,-1.811669e+02,-3.141697e-01,1.623800e+03,1.370827e-01,1.076593e+03,3.849199e-01,-1.760289e+02,-3.402119e-01,2.528681e+03,6.488373e-02,9.793503e+02,3.719252e-01,-1.755315e+02,-3.468601e-01,-9.495692e+00,-3.386343e-01,1.544580e+01,2.535790e-01,8.464767e-02,2.169147e-01,-8.074256e-03,-1.940729e+00,7.165300e-01,4.817975e-01,5.521177e+00,7.723681e-01,3.868533e+00,3.393287e+00,-5.298845e+00,-1.295819e+00,-4.711741e+01,-2.184157e-01,-5.036042e+00,1.364375e+01,5.593848e-02,1.485239e-02,1.020045e-01,2.166125e+00,-3.929872e+00,-6.168745e+00,-1.475397e+01,1.992032e+00,2.032520e+00,5.400000e-02,3.498571e-02,3.466667e-01,4.111637e-01,-1.871810e+01,youth,m,-0.54,NL
'devel_115',3.596788e+01,2.733026e-02,3.512651e+01,3.604034e+01,3.673846e+01,1.611950e+00,3.990736e+01,3.595453e+01,1.708773e+01,5.351370e+00,2.199571e+02,5.739589e-02,2.091768e+02,2.205438e+02,2.295955e+02,2.041867e+01,5.145245e+02,4.552014e+02,2.212235e+02,7.482259e+01,2.062651e-01,1.112883e+00,2.925865e-02,7.494899e-02,4.036395e-01,3.743808e-01,4.491321e+00,1.861596e+00,5.607952e+00,1.845367e+00,7.882606e-02,1.230991e+00,1.136191e+01,1.132965e+00,-1.206633e+00,-9.826106e+00,-1.301360e+01,-9.141619e-01,-2.260039e+01,-8.155271e-01,2.112739e-02,9.033892e-01,1.720875e+00,8.355257e-01,9.558947e+00,2.401684e-01,9.228189e+00,9.665769e-01,3.262011e+01,1.679516e-01,7.425048e+02,1.508634e-01,1.287798e+03,1.241649e-01,-1.205850e+02,-7.661431e-01,1.743499e+03,8.283747e-02,9.467364e+02,2.586960e-01,-1.251711e+02,-6.742822e-01,2.756195e+03,5.761233e-02,8.453354e+02,2.709211e-01,-1.272630e+02,-6.416156e-01,-1.824842e+01,-4.508443e-01,2.675597e+01,3.768569e-01,9.387859e-02,1.687467e-01,-2.807811e-02,-5.150421e-01,1.534423e-01,5.856371e-01,2.177825e+01,4.544283e-01,-4.647003e+00,-3.308799e+00,-2.393242e+01,-3.994478e-01,-3.819065e+01,-3.973922e-01,-4.408079e+00,9.966535e+00,5.408928e-02,1.383394e-02,2.629662e-02,4.029910e+00,1.315481e+00,-5.194394e+00,-1.164886e+01,3.389830e+00,2.758621e+00,1.437500e-01,8.557709e-02,1.755555e-01,3.015556e-01,-2.666529e+01,youth,f,-1.15,NL
'devel_116',3.436746e+01,5.492135e-02,3.235638e+01,3.477944e+01,3.627014e+01,3.913761e+00,2.509304e+01,2.031381e+01,1.355498e+01,2.744398e-01,2.013929e+02,1.079364e-01,1.782459e+02,2.050330e+02,2.234601e+02,4.521414e+01,3.072916e+02,2.420715e+02,1.557099e+02,7.417244e+00,3.053444e-01,1.252067e+00,7.028061e-02,1.022881e-01,4.958009e-01,4.255203e-01,6.556877e+00,3.899998e+00,7.106490e+00,4.270610e+00,1.238616e-01,1.542537e+00,1.905254e+01,5.424677e-01,-1.140044e+01,-1.133467e+00,-2.472250e+00,-5.605169e+00,-8.833157e+00,-1.823558e+00,1.618162e-02,8.455512e-01,1.228189e+00,8.815459e-01,9.091389e+00,2.593421e-01,5.840557e+00,1.467396e+00,3.339223e+01,2.300218e-01,7.635544e+02,1.449552e-01,1.339626e+03,1.268959e-01,-1.328059e+02,-6.773185e-01,1.732544e+03,9.252955e-02,1.001852e+03,2.058857e-01,-1.379020e+02,-6.037965e-01,2.766768e+03,7.157554e-02,9.905364e+02,4.256500e-01,-1.417152e+02,-5.507581e-01,-1.922135e+01,-4.392936e-01,3.137359e+01,2.675558e-01,7.804047e-02,2.202682e-01,-3.208133e-02,-4.681291e-01,2.819509e-01,7.950563e-01,2.938775e+01,2.929191e-01,-8.033437e+00,-2.257369e+00,-1.730869e+01,-4.965285e-01,-2.340380e+01,-7.345194e-01,-4.260263e+00,1.522639e+01,4.315791e-02,1.471012e-02,4.282307e-02,1.375234e+01,-1.297423e+01,5.251966e+00,-8.264238e-01,2.214022e+00,1.879699e+00,1.760000e-01,5.003998e-02,2.783333e-01,3.392844e-01,-2.231360e+01,adult,f,0.43,L
'devel_117',3.437380e+01,4.591823e-02,3.299928e+01,3.366486e+01,3.578039e+01,2.781116e+00,5.660362e+01,5.456097e+01,1.515218e+01,1.249399e+01,2.011427e+02,9.471915e-02,1.849905e+02,1.922413e+02,2.172381e+02,3.224760e+01,6.649158e+02,6.530994e+02,1.857622e+02,1.636041e+02,2.709493e-01,1.140370e+00,2.960993e-02,1.252845e-01,5.143713e-01,4.847614e-01,6.375938e+00,3.636291e+00,7.233075e+00,3.226374e+00,9.397881e-02,1.254195e+00,1.094690e+01,9.552980e-01,-9.129632e+00,-1.558816e+00,-5.870124e+00,-1.208421e+00,-2.511597e+01,-8.207309e-01,2.626459e-02,1.000443e+00,1.736299e+00,6.713639e-01,6.951609e+00,3.184747e-01,4.967796e+00,1.428989e+00,2.248195e+01,4.147745e-01,7.076592e+02,1.927320e-01,1.482860e+03,1.154226e-01,-1.197395e+02,-7.779399e-01,1.660255e+03,6.863543e-02,1.132962e+03,2.191282e-01,-1.201080e+02,-7.569180e-01,2.538025e+03,6.996933e-02,1.042856e+03,2.239363e-01,-1.236066e+02,-7.024295e-01,-9.280181e+00,-6.097727e-01,2.002052e+01,4.343958e-01,7.148556e-02,2.031455e-01,-1.743309e-02,-7.191276e-01,1.988498e-01,5.588869e-01,1.793236e+01,4.866502e-01,-1.524763e+01,-1.207978e+00,-2.427926e+00,-3.072475e+00,-4.175207e+01,-4.244718e-01,-5.085684e+00,1.211374e+01,5.508433e-02,6.378273e-03,2.191140e-02,6.273852e+00,-4.845502e+00,-8.226194e+00,-1.386527e+01,3.928571e+00,2.909091e+00,1.337500e-01,6.927075e-02,1.875000e-01,3.247210e-01,-2.685720e+01,youth,f,0.36,L
