@relation GenevaExtended_2014_Acoustic_Parameters_Functionals_personality-likeability.TestFilter-weka.filters.unsupervised.attribute.Remove-R106

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute F0linearHz_sma3nz_amean numeric
@attribute F0linearHz_sma3nz_stddevNorm numeric
@attribute F0linearHz_sma3nz_percentile20.0 numeric
@attribute F0linearHz_sma3nz_percentile50.0 numeric
@attribute F0linearHz_sma3nz_percentile80.0 numeric
@attribute F0linearHz_sma3nz_pctlrange0-2 numeric
@attribute F0linearHz_sma3nz_meanRisingSlope numeric
@attribute F0linearHz_sma3nz_stddevRisingSlope numeric
@attribute F0linearHz_sma3nz_meanFallingSlope numeric
@attribute F0linearHz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute spectralFlux_sma3_amean numeric
@attribute spectralFlux_sma3_stddevNorm numeric
@attribute mfcc1_sma3_amean numeric
@attribute mfcc1_sma3_stddevNorm numeric
@attribute mfcc2_sma3_amean numeric
@attribute mfcc2_sma3_stddevNorm numeric
@attribute mfcc3_sma3_amean numeric
@attribute mfcc3_sma3_stddevNorm numeric
@attribute mfcc4_sma3_amean numeric
@attribute mfcc4_sma3_stddevNorm numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2bandwidth_sma3nz_amean numeric
@attribute F2bandwidth_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3bandwidth_sma3nz_amean numeric
@attribute F3bandwidth_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute spectralFluxV_sma3nz_amean numeric
@attribute spectralFluxV_sma3nz_stddevNorm numeric
@attribute mfcc1V_sma3nz_amean numeric
@attribute mfcc1V_sma3nz_stddevNorm numeric
@attribute mfcc2V_sma3nz_amean numeric
@attribute mfcc2V_sma3nz_stddevNorm numeric
@attribute mfcc3V_sma3nz_amean numeric
@attribute mfcc3V_sma3nz_stddevNorm numeric
@attribute mfcc4V_sma3nz_amean numeric
@attribute mfcc4V_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute spectralFluxUV_sma3nz_amean numeric
@attribute mfcc1UV_sma3nz_amean numeric
@attribute mfcc2UV_sma3nz_amean numeric
@attribute mfcc3UV_sma3nz_amean numeric
@attribute mfcc4UV_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute equivalentSoundLevel_dBp numeric
@attribute age {youth,adult,senior}
@attribute gender {m,f}
@attribute likeability {L,NL}

@data
train_303,31.61375,0.213054,27.5235,29.19003,30.4195,2.895998,66.99091,36.41813,12.93043,3.556254,187.6742,0.52127,134.8536,148.4548,159.3805,24.5269,1663.441,0,47.35983,0,0.167562,0.906484,0.040844,0.103766,0.275825,0.234981,3.423722,1.488501,5.026025,3.015311,0.049279,1.272579,2.947086,4.283651,-3.410637,-2.874175,-0.279074,-33.76367,-27.73388,-0.569565,0.032445,0.831972,1.594031,0.627983,6.349255,0.280555,0.998906,6.034715,22.45583,0.524942,699.9764,0.33546,1471.821,0.148949,-125.7389,-0.763278,1599.681,0.100214,1162.444,0.15549,-126.4069,-0.74199,2528.238,0.054663,1028.311,0.256763,-129.4862,-0.694162,-11.86289,-0.627416,22.8832,0.354285,0.09718,0.160045,-0.002008,-9.025135,0.095688,0.708662,14.34601,0.671897,-6.326528,-1.434896,-3.883522,-2.337432,-41.75158,-0.340728,1.567644,6.042071,0.061307,0.025488,0.025095,-3.28129,-1.859652,1.715324,-20.0121,3.703704,2.264151,0.146667,0.107806,0.20125,0.253793,-31.47574,youth,m,L
train_307,21.90751,0.037069,21.69044,21.92828,22.66273,0.972298,5.201244,0,20.3185,0,97.58546,0.046419,96.26228,97.59393,101.831,5.568703,26.96419,0,113.5851,0,0.183193,1.329957,0.040604,0.048025,0.275914,0.235311,4.506957,3.295966,4.640794,2.980034,0.054382,1.687217,8.934504,0.830273,-5.683684,-2.183964,-8.101497,-1.277675,-21.7027,-0.582827,0.026948,0.707674,2.227716,0.759931,3.940265,0.19734,-10.86468,-0.187513,8.678293,1.019217,705.4386,0.392014,1458.465,0.11435,-186.4764,-0.277571,1608.446,0.190069,1276.264,0.344052,-186.6989,-0.272717,2471.653,0.052562,961.6886,0.196497,-187.353,-0.259057,-10.94299,-0.17743,23.76048,0.31642,0.100751,0.132956,-0.011503,-1.46866,0.090268,0.410355,20.98968,0.283824,-13.78821,-0.681259,-11.58659,-1.930481,-33.3723,-0.489468,-6.554543,15.36876,0.068564,0.007502,0.05329,8.16242,-5.277803,-7.875263,-21.10841,2.8,0.816327,0.07,0.05,0.753333,0.438203,-30.21119,youth,m,NL
train_332,25.67803,0.044212,24.64652,25.73091,26.75256,2.106033,19.30372,7.852316,22.6973,19.34365,121.4635,0.065895,114.1857,121.5778,128.9578,14.77204,132.5152,53.66048,159.3599,137.4621,0.218324,1.135063,0.034013,0.092592,0.401633,0.36762,5.545697,2.539278,5.089749,2.989154,0.109052,1.426384,16.81368,1.033429,-0.967784,-12.79521,-5.66078,-1.543584,-19.18172,-0.698346,0.0229,0.64952,1.768959,0.737527,5.147005,0.346299,-1.668175,-3.147728,36.45226,0.187565,632.4907,0.215882,1449.68,0.136987,-147.6903,-0.579738,1604.454,0.134,1071.054,0.210091,-151.2505,-0.525598,2653.613,0.095509,966.2391,0.242743,-155.2469,-0.469906,-21.6293,-0.306243,36.77289,0.137443,0.070042,0.222313,-0.024253,-0.592028,0.236863,0.571679,36.37906,0.129847,1.725174,9.004081,-6.850208,-1.73173,-23.66747,-0.621095,-7.41312,15.14776,0.061084,0.00614,0.065665,10.12421,-1.822579,-5.445005,-17.9741,3.246753,1.650165,0.152,0.105338,0.36,0.349905,-24.66528,youth,m,NL
train_335,25.69134,0.07288,23.31358,26.02895,26.73872,3.425133,12.97218,3.795502,11.49425,3.695676,121.9936,0.10605,105.7249,123.6872,128.8548,23.12998,85.31775,18.78334,78.70286,19.30529,0.258838,0.910139,0.067397,0.168308,0.405101,0.337704,7.285132,3.051301,5.650528,4.326269,0.077883,1.272836,8.157956,1.51242,-6.930125,-1.668147,-2.307213,-4.043568,-30.15071,-0.454688,0.029466,1.252928,2.340427,0.763968,5.711468,0.321813,4.517639,1.320986,23.11506,0.385401,723.136,0.24941,1506.27,0.161548,-126.6501,-0.76195,1585.471,0.108329,1154.127,0.230429,-127.3731,-0.737219,2522.371,0.067993,904.4694,0.262011,-128.5925,-0.718155,-12.95385,-0.485383,20.99727,0.404596,0.084591,0.196868,-0.010749,-1.305121,0.153249,0.79188,20.27807,0.380817,-6.108316,-1.99251,-2.910312,-3.723306,-29.71146,-0.447314,-1.72847,6.544588,0.095498,0.011588,0.03865,1.623815,-7.521445,-2.012201,-30.84117,4.458599,2.265372,0.148571,0.097604,0.27,0.320981,-28.32883,youth,m,L
train_345,25.61655,0.044186,24.80389,25.97403,26.46436,1.660461,18.02187,6.845563,7.21025,3.904406,121.023,0.0632,115.2351,123.2913,126.8301,11.595,125.5356,44.84019,48.01486,27.90169,0.255505,1.127156,0.050195,0.058257,0.507531,0.457336,6.71433,2.949164,8.517867,3.971963,0.11909,1.44112,7.872765,1.904484,1.22073,7.705409,-0.522923,-21.99667,-24.51394,-0.747658,0.019568,0.529259,1.824634,0.593365,5.21824,0.372549,0.57188,7.964386,22.07034,0.354534,540.6471,0.275963,1437.215,0.115556,-155.2374,-0.525836,1550.636,0.134287,1118.092,0.209943,-159.1471,-0.468683,2461.381,0.059216,954.1511,0.383869,-159.5833,-0.462435,-19.97869,-0.163896,25.29294,0.182798,0.071042,0.259641,-0.032888,-0.377644,0.319541,0.52164,29.02238,0.172069,6.630783,1.579323,1.376215,9.885044,-44.42606,-0.28308,-1.915104,6.580408,0.040297,0.007031,0.064494,2.050562,-0.197986,-0.919883,-19.12923,2.941177,1.716738,0.12,0.035355,0.352,0.496282,-23.83404,youth,m,NL
train_358,36.35196,0.289091,28.6052,29.35096,51.73284,23.12764,103.9199,0,-22.29035,80.66371,274.7007,0.665808,143.5234,150.1449,545.8818,402.3585,1322.272,0,-2220.687,0,0.160777,1.254972,0.033261,0.074544,0.206856,0.173595,3.363897,2.490701,3.03635,1.500502,0.0445,1.591359,-2.07211,-5.885961,-9.605465,-1.062422,-14.20619,-1.573192,-9.312873,-1.334583,0.04816,1.566358,1.693519,0.549974,4.728693,0.548536,2.640232,6.942866,12.69408,1.008815,884.7005,0.232752,1309.218,0.214292,-156.2693,-0.531312,1639.614,0.16036,1527.764,0.390232,-151.7267,-0.545088,2624.919,0.082959,729.8595,0.39803,-153.2617,-0.523906,-5.168128,-1.497701,20.44344,0.315289,0.095867,0.258885,-0.015049,-1.850191,0.127728,0.737654,8.650414,1.171575,-17.93885,-0.425217,-37.94851,-0.678382,-13.763,-0.872024,2.308839,8.348563,0.055332,0.022041,0.019714,-5.223514,-7.348193,-7.571371,-8.258842,2.777778,2.843602,0.073333,0.054365,0.22,0.151752,-30.78993,youth,m,L
train_362,28.26123,0.045455,26.95289,28.1323,29.14869,2.195805,94.54751,54.41249,15.70686,9.978503,141.1839,0.076357,130.4581,139.6564,148.1273,17.66924,789.3432,487.8131,134.0647,86.88512,0.297244,1.340848,0.051921,0.068065,0.477907,0.425985,7.066489,3.427246,6.462147,3.476381,0.137364,1.721354,12.7571,0.80111,-11.30119,-1.010361,-6.949358,-1.083861,-11.07774,-1.154022,0.041408,1.896185,1.666806,0.775714,5.322063,0.328192,-0.287255,-20.78587,23.80056,0.461936,656.4678,0.284207,1495.795,0.135958,-144.7542,-0.616671,1541.071,0.083145,1114.946,0.179654,-145.9807,-0.591729,2560.489,0.052627,976.2461,0.305584,-149.6457,-0.538744,-12.61088,-0.432597,28.46705,0.189983,0.079129,0.195121,-0.020367,-0.518615,0.373791,0.82293,23.39101,0.374127,-12.29389,-1.430931,-9.272883,-1.143148,-21.48153,-0.654143,-4.576404,14.20759,0.052048,0.008606,0.053533,8.982029,-10.9863,-6.023956,-7.079724,2.380952,2.024292,0.124,0.056071,0.29,0.361248,-22.48752,youth,m,L
train_365,28.8786,0.047481,27.89586,29.04933,29.96197,2.066105,100.5243,50.39687,23.5606,15.5499,146.2635,0.07666,137.7772,147.2605,155.2507,17.47353,850.3431,417.6614,200.5421,132.2874,0.316047,1.350605,0.024112,0.105181,0.5839,0.559788,8.54028,3.563625,9.137497,3.392622,0.191959,1.39792,17.56814,0.84453,-0.402866,-36.68692,0.991511,8.015532,-14.9469,-1.039027,0.028476,0.727178,2.156402,0.732212,5.450187,0.304901,0.846357,8.079134,30.56532,0.354002,603.8167,0.258751,1465.245,0.107388,-122.3906,-0.751668,1589.829,0.110142,1191.281,0.252431,-125.9409,-0.693899,2464.054,0.119322,1159.417,0.339345,-130.6355,-0.626332,-16.88464,-0.423195,30.47791,0.268912,0.065613,0.318448,-0.013794,-1.032338,0.411278,0.645121,30.32098,0.242467,-3.752726,-5.089852,1.752682,5.388765,-25.30345,-0.635278,-6.119195,13.99765,0.055307,0.018206,0.052852,9.615048,1.682295,0.504142,-8.389381,3.284672,3.345725,0.108889,0.092909,0.1875,0.313917,-20.07533,youth,m,NL
train_378,29.00472,0.078468,27.94796,28.67201,30.40188,2.453922,11.27935,18.34126,50.29831,43.13386,148.1283,0.12793,138.1783,144.079,159.2245,21.04626,130.0861,159.1461,485.0851,424.1398,0.199552,0.956251,0.047842,0.126832,0.33504,0.287198,4.966516,3.08725,2.565275,1.022011,0.078744,1.336738,12.87553,1.082026,-8.799138,-1.431026,-9.87429,-1.007802,-21.98955,-0.741621,0.019466,1.208034,1.716837,0.895165,6.455753,0.322398,2.258785,3.208321,36.92398,0.188619,659.5383,0.244449,1496.153,0.119813,-132.0743,-0.712038,1613.732,0.101972,1137.848,0.183053,-136.6223,-0.642599,2638.961,0.087183,979.5251,0.267155,-139.8946,-0.594769,-21.17201,-0.362542,34.20312,0.236313,0.099784,0.146879,-0.017708,-0.717758,0.161297,0.658804,26.98439,0.292863,-3.301902,-4.379198,-15.25216,-0.667371,-37.05079,-0.414518,-3.584214,13.36277,0.062341,0.011746,0.041995,6.314584,-11.6387,-7.521791,-15.02944,3.319502,2.542373,0.118333,0.091909,0.217143,0.25274,-28.19046,youth,m,L
train_390,31.22454,0.252545,26.93037,28.04865,31.53932,4.608955,90.13218,46.90289,324.4734,60.71635,192.5424,0.65747,130.2939,138.9827,170.0382,39.74426,2133.733,1632.208,7213.761,2801.391,0.336901,1.388708,0.057938,0.104484,0.593543,0.535606,14.34021,9.350457,10.18815,6.537566,0.164028,1.750158,4.566607,2.366896,-13.82108,-0.799321,-7.859481,-1.616929,-17.00227,-0.64649,0.063007,0.900379,3.032915,0.545948,3.630961,0.621442,-7.169355,-0.451345,6.46408,2.539082,904.0037,0.240053,1221.171,0.165017,-164.9646,-0.455923,1842.68,0.126477,1456.988,0.363426,-162.7029,-0.459708,2584.048,0.066783,901.3293,0.182812,-162.1094,-0.469096,-2.819129,-4.593105,11.78268,0.998609,0.095988,0.227912,-0.007505,-3.930433,0.612409,0.58634,3.44683,4.909619,-11.09953,-1.008431,-19.10623,-1.075306,-27.77095,-0.284403,-2.063374,11.41441,0.064338,0.012632,0.068348,4.954867,-14.41105,-5.604978,-14.62352,2.307692,2.352941,0.068333,0.031314,0.287143,0.342542,-20.78417,youth,m,L
devel_006,24.01723,0.110222,21.36038,23.30145,26.86062,5.500242,46.95705,9.458061,103.7628,62.57405,111.4533,0.159466,94.45033,105.6528,129.8414,35.39112,294.5716,85.84358,698.294,428.0284,0.254537,1.331579,0.025656,0.031355,0.582421,0.556765,10.451,7.486377,9.473187,5.870417,0.160331,1.68195,8.032804,1.909431,5.212684,2.254748,4.176117,2.137913,-12.72889,-1.357328,0.016148,0.404671,1.731576,1.157598,4.903162,0.288098,2.920753,1.234706,23.43291,0.369614,440.7858,0.164992,1328.016,0.119052,-164.4887,-0.439344,1510.508,0.080119,991.8549,0.298336,-168.5722,-0.379953,2376.213,0.063243,1030.004,0.306973,-167.822,-0.390245,-17.26342,-0.32814,21.91762,0.348431,0.041665,0.484648,-0.018245,-0.745569,0.47194,0.599145,26.26846,0.258181,17.64128,0.923966,12.19079,0.879698,-38.31454,-0.344223,-3.343617,9.674563,0.034775,0.019009,0.096416,4.466242,2.533904,2.485454,-7.516358,2.985075,2.551021,0.06,0.034641,0.308,0.376956,-20.69597,adult,m,L
devel_012,29.1018,0.040877,27.86487,29.03202,30.12749,2.262627,27.38627,2.616575,20.03131,0.829897,148.0614,0.069805,137.521,147.1152,156.7297,19.20868,235.8451,24.28934,166.0693,8.702553,0.337327,1.21311,0.034842,0.134895,0.588958,0.554116,7.357964,4.095705,8.022832,4.369609,0.174372,1.364523,6.105977,2.376945,-9.53132,-1.261658,-8.225283,-1.350235,-15.41484,-0.935084,0.027891,0.464575,1.458617,0.972561,5.260767,0.445556,1.184466,6.099153,24.15534,0.612388,633.9293,0.325138,1614.273,0.149464,-147.1546,-0.620886,1503.038,0.143195,1160.853,0.179628,-148.0137,-0.609409,2536.965,0.073625,882.9985,0.258334,-151.3255,-0.556777,-9.852314,-0.84209,25.41109,0.390125,0.081186,0.296985,-0.005245,-2.451852,0.484698,0.516494,17.43577,0.581409,-18.78064,-0.86352,-14.46638,-1.222757,-22.29386,-0.788638,-2.260777,11.72499,0.063434,0.017086,0.080582,3.045929,-6.600955,-6.538317,-13.61466,3.482587,1.530612,0.15,0.066833,0.36,0.453045,-20.73524,adult,m,NL
devel_019,39.51712,0.332293,22.4207,44.75366,50.00182,27.58112,74.92225,25.86854,136.7592,0.095879,347.2098,0.607167,100.4299,364.7669,493.9418,393.5119,1863.135,999.8239,4088.797,43.85071,0.322766,0.974237,0.081519,0.203715,0.510712,0.429193,6.939443,3.687435,5.44548,2.894043,0.111567,1.236784,-5.787011,-2.838838,-19.39796,-0.883972,15.91492,0.920672,-26.88881,-0.620274,0.056071,1.121012,1.667709,0.440871,1.872445,1.401603,-6.485559,-1.698563,-3.069103,-4.060824,698.7988,0.299406,1320.365,0.239912,-147.4323,-0.608672,1696.264,0.09375,1225.316,0.357562,-123.4683,-0.834868,2505.439,0.059698,1125.11,0.346248,-125.4859,-0.79838,9.690194,1.687244,9.473425,0.620286,0.058008,0.427119,0.028621,1.476618,0.107448,1.161564,-7.13128,-2.975311,-18.17736,-1.382981,19.75285,0.985847,-31.62119,-0.482172,7.106361,8.218771,0.060821,0.026909,0.117569,-4.842386,-19.83121,13.89258,-24.71571,2.489627,2.118644,0.152,0.093894,0.248333,0.115386,-25.10768,adult,m,L
devel_021,25.51105,0.147234,23.81737,24.41019,25.66933,1.851963,-12.04919,0,161.1674,0,124.2654,0.290663,108.8582,112.6451,121.168,12.30978,-72.70614,0,1591.872,0,0.179868,0.934229,0.054659,0.10673,0.294619,0.23996,4.071169,1.541497,4.254576,2.831753,0.054999,1.27405,3.267819,3.954206,-10.52049,-1.110969,-3.109663,-2.616821,-29.92557,-0.573172,0.057608,1.413982,2.791577,0.660109,4.343131,0.380507,-1.110004,-6.652225,15.80199,0.560046,562.5681,0.367003,1545.005,0.208539,-181.6425,-0.311241,1486.004,0.100078,1113.475,0.172889,-182.9426,-0.287542,2365.578,0.070315,888.9153,0.153145,-182.7294,-0.291702,-13.8924,-0.181228,19.35075,0.076037,0.08822,0.209175,-0.005574,-2.997612,0.094515,0.710226,18.85959,0.143662,-1.76474,-5.411229,4.985,0.988142,-46.84946,-0.290807,-1.362826,7.751808,0.086552,0.009861,0.052468,1.877953,-11.27465,-3.637872,-28.40257,3.802282,1.550388,0.0475,0.027726,0.46,0.424028,-32.90422,adult,m,NL
devel_022,32.9285,0.328548,22.97206,31.88298,34.365,11.39293,637.0059,411.9951,188.9506,43.02515,232.7341,0.790977,103.66,178.2776,200.1784,96.51841,4329.812,3520.367,4307.43,3077.926,0.494458,0.990648,0.105292,0.221469,1.019511,0.914219,9.832467,4.513406,8.755349,4.986323,0.216163,1.147836,-0.927422,-14.93702,-20.48564,-0.591911,12.1961,1.155805,-22.71349,-0.675976,0.020486,0.61893,3.21139,0.579972,-0.186188,-20.6206,-5.17217,-2.524169,3.616116,3.973496,718.8362,0.333077,1338.536,0.148862,-186.2439,-0.264621,1652.092,0.136079,1255.485,0.329907,-179.7745,-0.330326,2430.557,0.101511,978.7878,0.298847,-180.1428,-0.324118,0.405455,36.34868,16.11113,0.503891,0.074449,0.291576,-0.004489,-6.33768,0.537716,0.523972,3.580869,6.515576,-20.56385,-0.621881,-1.980295,-13.04351,-32.41125,-0.460341,5.673348,11.49801,0.056455,0.021217,0.189035,-1.330065,-20.54937,13.92447,-22.01336,3.021148,1.533742,0.054,0.018547,0.48,0.316912,-20.82038,adult,m,L
devel_043,25.90414,0.195862,23.08361,24.37725,27.86949,4.785875,105.7482,113.2515,108.2807,48.24044,130.0694,0.459074,104.33,112.4253,137.5912,33.26117,1214.987,1392.29,1167.132,741.0705,0.240489,1.095556,0.032582,0.124591,0.504897,0.472315,3.604203,2.15892,4.913785,3.91046,0.071979,1.364208,-2.188659,-4.748536,-1.009558,-10.93064,5.422198,1.987311,-28.88622,-0.762265,0.028078,0.764125,1.402154,0.802161,4.427843,0.342958,-2.764969,-1.936052,8.939778,0.781846,741.0204,0.246255,1380.468,0.139069,-166.1582,-0.444142,1753.379,0.069544,966.3401,0.309808,-166.1229,-0.434596,2575.217,0.044263,1190.232,0.460512,-164.7903,-0.454865,-8.108025,-0.42179,11.00624,0.347199,0.070317,0.23283,-0.009259,-1.184519,0.208507,0.434886,11.41998,0.288147,7.014361,1.911554,4.318197,2.922052,-53.60525,-0.188687,2.110946,3.979351,0.052972,0.020955,0.046169,-4.782899,-2.638123,5.846557,-24.19369,3.021148,2.147239,0.068571,0.056677,0.374286,0.466472,-27.00448,adult,m,L
devel_052,30.92095,0.221188,24.71191,30.04951,35.21081,10.49889,162.1717,122.5545,181.5796,153.9108,179.9866,0.472467,114.6177,156.0119,223.3634,108.7456,2446.442,2027.427,2761.811,2533.131,0.182019,1.230314,0.031749,0.061575,0.302607,0.270858,2.515466,1.232977,4.915125,3.837502,0.059892,1.645647,7.253561,1.805786,-4.01497,-2.931698,2.064439,7.864387,-19.04169,-1.076967,0.043023,1.794261,1.29313,0.901671,6.913673,0.293066,6.437003,1.483883,21.1669,0.731849,610.6783,0.444294,1527.828,0.207657,-143.2724,-0.628909,1538.582,0.117009,1165.485,0.209565,-142.4328,-0.59921,2425.452,0.081595,1029.972,0.233409,-143.1565,-0.590051,-13.93254,-0.615245,24.06125,0.450543,0.072779,0.234851,-0.004272,-4.553113,0.139708,0.772738,21.70045,0.421565,-0.841819,-18.46599,10.23821,1.962893,-38.616,-0.589812,-0.739082,8.661263,0.054779,0.020153,0.025912,1.176816,-5.569334,-1.477985,-10.87804,2.675585,1.360544,0.2175,0.065717,0.396,0.341561,-27.27618,adult,m,L
devel_067,30.43288,0.324999,25.19393,27.47568,28.27728,3.083345,593.9354,216.1983,45.70756,0,202.2631,0.975928,117.8555,134.4588,140.8291,22.97354,11985.41,5257.898,705.5599,0,0.173546,1.001061,0.032837,0.091862,0.299185,0.266347,4.324781,3.285357,4.972967,3.593681,0.058695,1.398831,1.78341,10.35315,4.221041,2.942638,7.319631,1.847045,-16.47931,-1.048394,0.02088,0.652685,1.482294,0.735275,5.438946,0.445896,1.121237,10.50296,15.15137,0.992229,595.129,0.34591,1415.079,0.220694,-154.3109,-0.524974,1559.301,0.153559,1212.919,0.320717,-152.0981,-0.522788,2436.559,0.080637,904.2073,0.144957,-152.2096,-0.520339,-8.478209,-1.79294,15.62396,0.776178,0.037087,0.604816,-0.000957,-21.94102,0.122326,0.796462,17.87991,1.222574,6.572877,2.182122,17.24723,0.692201,-26.33518,-0.62487,5.811302,-1.719285,0.046919,0.023888,0.040911,-3.603046,3.493852,3.799602,-13.49631,3.819445,1.766785,0.136,0.157937,0.34,0.393743,-31.33345,adult,m,L
devel_070,27.23043,0.284873,22.60271,24.77563,25.97466,3.371958,69.90477,43.92071,74.05138,0,151.9621,0.663215,101.4712,115.0457,123.3051,21.83383,915.8868,615.9103,942.6138,0,0.518955,0.967962,0.192581,0.295713,0.676046,0.483465,4.7777,1.361149,9.060081,6.852324,0.174161,1.332059,3.558384,2.936403,-23.18388,-0.759446,5.941936,1.914698,-28.62462,-0.649994,0.056008,2.25266,1.516165,0.65266,3.991534,0.285908,-0.499353,-9.201558,12.91532,0.696143,761.0878,0.316744,1476.395,0.184089,-148.9559,-0.579266,1600.453,0.087891,1241.887,0.241778,-147.3502,-0.592168,2455.164,0.04733,996.7396,0.109861,-148.1632,-0.581148,-7.482001,-0.496512,16.2178,0.444907,0.077111,0.179149,-0.003354,-3.811398,0.286152,0.943779,13.36589,0.697544,-1.738754,-8.979396,12.4403,0.830892,-45.29952,-0.309574,2.35376,10.77667,0.072454,0.010204,0.138984,0.338909,-30.15677,3.926758,-23.29317,2.074689,1.694915,0.1425,0.039607,0.34,0.315151,-20.21558,adult,m,L
devel_085,23.41207,0.064191,21.71288,23.94725,24.15578,2.442902,8.725503,11.4259,16.73523,0,106.7305,0.086329,96.38852,109.667,111,14.61145,66.85182,75.77459,106.3344,0,0.238435,1.138342,0.038714,0.123053,0.418279,0.379565,6.267839,2.106922,5.385946,3.23401,0.091633,1.617025,14.5976,0.760582,-22.38846,-0.696842,-1.6273,-8.981082,-9.678537,-1.17369,0.008559,0.785517,1.093773,0.760358,4.41737,0.368983,-0.879908,-3.585093,30.33909,0.303435,786.799,0.19682,1515.461,0.133754,-164.4319,-0.463675,1651.395,0.076045,1267.087,0.128365,-165.3832,-0.442947,2649.478,0.074948,1002.484,0.24173,-168.5367,-0.394733,-11.33968,-0.898337,32.97699,0.178571,0.064037,0.328629,-0.009745,-2.203854,0.195358,0.910032,32.3298,0.179589,-18.86431,-0.875339,-3.053723,-6.688488,-9.559011,-1.239595,-1.674273,16.56172,0.060649,0.012625,0.071483,10.8378,-23.50297,-1.248579,-9.892118,2.419355,1.234568,0.136667,0.069442,0.4875,0.52827,-27.00481,adult,m,L
